wallet,n,exposure_pctile,exposure,cum_cpnl_frac
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.7692307692307693,19.94,0.9729721153901428
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.7773279352226721,19.0191965,0.9706317459694311
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.7854251012145749,18.183447276,0.9706125444114231
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.7935222672064778,17.909629272000014,0.9706125444114231
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.8016194331983806,17.6,0.9685066905359361
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.8097165991902834,15.911229631191759,0.9666628096685911
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.8178137651821862,15.241037239999999,0.9666628096685911
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.8259109311740891,14.31,0.9666628096685911
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.8340080971659919,13.4,0.9729803712950521
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.8421052631578947,11.992111040000003,0.9729803712950484
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.8502024291497976,10.799999999999999,0.971831723726601
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.8582995951417004,7.0,0.971831723726601
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.8663967611336032,6.56121888,0.971831723726601
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.8744939271255061,6.450684159889423,0.9718112123260203
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.8825910931174089,6.25,0.9798480122005551
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.8906882591093117,6.0228,0.987531698668423
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.8987854251012146,5.519683,0.987531698668423
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.9068825910931174,4.799683,0.987531698668423
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.9149797570850202,3.4194829999999983,0.987531698668423
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.9230769230769231,3.104640000000003,0.987531698668423
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.9311740890688259,2.4,0.9827456671332253
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.9392712550607287,1.7835300000000003,0.9827456671332253
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.9473684210526315,1.409353372000002,0.982195962689084
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.9554655870445344,1.3776000000000006,1.000000000000016
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.9635627530364372,1.2276,1.000000000000016
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.97165991902834,1.1643040000000002,1.0000000000000002
0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,248,0.979757085020243,1.0,1.0000000000000002
