n,median_exposure,mean_roi_res,med_roi_res,mean_copyable_roi,sd_copyable_roi,sharpe_copyable,pnl,split,axis,price_q,price_min,price_max,bin,mean_price
560,4.400223765,-0.6695976587527562,-0.8730032643823263,1.642167877169364,6.03582756819749,0.27207004484718456,2709.1512205603194,train,marg,1,0.03428571428571429,0.12,80-100,0.06917645446511425
237,0.45173409000000864,-0.31637521729870566,-0.20046936353858713,0.008825218062918552,0.5850110362398896,0.015085558247998048,10.891050966337072,val,marg,4,0.52,0.9990000000000003,0-20,0.7570279990446729
150,13.3365456,-0.33228929604308394,-0.1755530387892963,0.020148348309683192,0.6606876371980094,0.030496027434587358,-32.740849118357175,val,marg,4,0.52,0.9990000000000003,20-40,0.7570279990446729
164,14.4857768,-0.3110525803602851,-0.18515343793276237,0.02631534463936064,0.5921696584966758,0.04443886015059713,8.419495540391225,val,marg,4,0.52,0.9990000000000003,40-60,0.7570279990446729
403,19.827599999999997,-0.27656027354032087,-0.15862490285558634,0.13376601265163626,0.6137950812986674,0.21793268914539715,75.01587751409477,val,marg,4,0.52,0.9990000000000003,60-80,0.7570279990446729
999,37.919000000000004,-0.32304774602335024,-0.19147612392614705,2.8645540986881622e-05,0.5964217405927396,4.8029002025333504e-05,-1041.1878315876547,val,marg,4,0.52,0.9990000000000003,80-100,0.7570279990446729
265,3.0437999999999996,-0.6663543955263024,-0.8682395558656676,0.13448056925009735,2.296388139488638,0.058561776616754185,41.10894109771656,val,marg,2,0.11999999999999998,0.262,0-20,0.181910589970039
355,4.2432,-0.6558970226997145,-0.8682071485144438,0.28445381435263667,2.5182722696662263,0.11295594117404088,35.493238063183426,val,marg,2,0.11999999999999998,0.262,20-40,0.181910589970039
490,3.5995482599999997,-0.6892765586572405,-0.8682395558656676,0.018177633598014335,2.2059585791347405,0.008240242482315458,-52.009886638802406,val,marg,2,0.11999999999999998,0.262,40-60,0.181910589970039
487,5.588689319999999,-0.6368738425506908,-0.8681240715681718,0.2783074270615061,2.3736738759001947,0.11724754183257818,229.29180088186536,val,marg,2,0.11999999999999998,0.262,60-80,0.181910589970039
447,11.3331504,-0.6744950632473345,-0.8681537282488538,0.08941403623981602,2.260097255552304,0.03956203035960316,-292.27169451786483,val,marg,2,0.11999999999999998,0.262,80-100,0.181910589970039
156,9.613150000000001,-0.5039828342639602,-0.8673062459479121,0.10375120074933229,1.383589458710372,0.07498698410584712,7.245619978896627,val,marg,3,0.2634874093833682,0.52,0-20,0.37692781280122767
245,5.0085,-0.5311613405318895,-0.8674433698793133,0.0213660747965845,1.355894403079862,0.01575791945748303,59.211913969425055,val,marg,3,0.2634874093833682,0.52,20-40,0.37692781280122767
341,6.592751759999999,-0.5340484617005995,-0.8675054676012169,0.022748840058435138,1.3671361049611994,0.016639777104768053,116.70154187668481,val,marg,3,0.2634874093833682,0.52,40-60,0.37692781280122767
444,8.18,-0.5215402663297818,-0.8674290148490323,0.055191646576911675,1.3654188265111546,0.040421038223073594,48.03982036050662,val,marg,3,0.2634874093833682,0.52,60-80,0.37692781280122767
837,11.61,-0.5221327400122298,-0.8673861200135425,0.024617391435727852,1.3152322882144893,0.018717143470639328,-966.0017759676606,val,marg,3,0.2634874093833682,0.52,80-100,0.37692781280122767
879,0.63,-0.859512748663302,-0.8698329756708569,-0.5306826247942719,4.711632033629422,-0.11263244264545871,68.40177989628666,val,marg,0,0.001,0.03600001156812711,0-20,0.015092806333335967
585,1.216000000000001,-0.8663050666614709,-0.8697234049091366,-0.6935687292340829,6.073865259470114,-0.11418902125836587,-96.41704364897979,val,marg,0,0.001,0.03600001156812711,20-40,0.015092806333335967
281,1.29,-0.8550600302461705,-0.869654475883461,-0.05006684366114979,9.524044885905317,-0.005256888670825561,-30.313177829642832,val,marg,0,0.001,0.03600001156812711,40-60,0.015092806333335967
196,2.703015186,-0.8644247012808555,-0.8695171633912447,-0.8299319727891156,2.38095238095238,-0.3485714285714287,-110.4287452346275,val,marg,0,0.001,0.03600001156812711,60-80,0.015092806333335967
105,4.959129999999999,-0.8695556911922259,-0.8694677488037332,-1.0,0.0,,-196.69987235476714,val,marg,0,0.001,0.03600001156812711,80-100,0.015092806333335967
597,3.2995968303598833,-0.7871330170121609,-0.8690204173292977,0.11723319018077163,3.885269074278497,0.03017376349990434,123.56242513238641,val,marg,1,0.037,0.11999999999999998,0-20,0.06892460403384114
467,1.25928,-0.7970507945765111,-0.8688821406433086,-0.017342964273451146,3.790195177711526,-0.0045757443773443394,40.037001597294605,val,marg,1,0.037,0.11999999999999998,20-40,0.06892460403384114
392,2.1986520299999985,-0.7703179104184104,-0.868825093356222,0.3101865007966041,4.204406928013612,0.07377651737986096,20.50613441763882,val,marg,1,0.037,0.11999999999999998,40-60,0.06892460403384114
285,4.3999999999999995,-0.7797046446445135,-0.86877484923827,0.16615576199920293,3.9431070808320277,0.04213828298168933,160.30017296779963,val,marg,1,0.037,0.11999999999999998,60-80,0.06892460403384114
