n,median_exposure,mean_roi_res,med_roi_res,mean_copyable_roi,sd_copyable_roi,sharpe_copyable,pnl,split,axis,price_q,price_min,price_max,bin,mean_price
2001,69.916,-0.5866855984212394,-1.173657226142105,0.523439383527294,1.7223981193971158,0.30390150664499765,13456.123794989995,train,marg,1,0.2,0.38,40-60,0.29523302018094094
1529,126.011726387213,-0.5569923643902152,-1.1732100330373005,0.6132840390794176,1.7479300055458378,0.35086304207467583,30470.852416013884,train,marg,1,0.2,0.38,60-80,0.29523302018094094
809,320.8719638699997,-0.5398993557837406,-1.1728312079623247,0.6292491128149984,1.7160797991621157,0.36667823554722356,11654.773386677934,train,marg,1,0.2,0.38,80-100,0.29523302018094094
2067,2.123234775999961,-0.36025665155833414,-0.04197421975134501,-0.0003233591740974644,0.8351167009325747,-0.00038720237990255647,-112.78178660228474,val,marg,3,0.4700000015438111,0.7399999833082679,0-20,0.5970931781904969
1286,70.66689894000027,-0.3328794645914005,-0.029384315079881113,0.0548591417047653,0.8413259717752575,0.06520557256661008,130.70654693856667,val,marg,3,0.4700000015438111,0.7399999833082679,20-40,0.5970931781904969
1592,67.22,-0.32609283303887415,-0.034698736597738686,0.06250658053546794,0.8311012426270468,0.07520934554000842,699.0866134183797,val,marg,3,0.4700000015438111,0.7399999833082679,40-60,0.5970931781904969
2284,92.79841156000028,-0.30123891302531713,-0.021499388414500244,0.09027907090259446,0.7962388332586242,0.1133818989123219,5684.744395338269,val,marg,3,0.4700000015438111,0.7399999833082679,60-80,0.5970931781904969
2605,176.14855444999975,-0.37552560926811335,-0.04903148325822805,-0.03224405781346202,0.8285124638876458,-0.03891801176069528,2068.1425739377446,val,marg,3,0.4700000015438111,0.7399999833082679,80-100,0.5970931781904969
3649,10.3510273,-0.758536423791384,-0.9082845915907912,0.09671052713429866,4.21887979237511,0.02292327155400021,646.1222840697437,val,marg,0,0.0010000000000000009,0.180000010333036,0-20,0.10398012860583508
1983,14.77796808,-0.7701171602167067,-0.9091245362435271,0.17877844788520042,5.09665985928962,0.035077570962351576,1087.0561434733133,val,marg,0,0.0010000000000000009,0.180000010333036,20-40,0.10398012860583508
1661,25.68277594725651,-0.7427147679131648,-0.9103245059990194,0.3360814054011009,4.882217184085456,0.06883786458673409,5482.507757553007,val,marg,0,0.0010000000000000009,0.180000010333036,40-60,0.10398012860583508
1590,26.618301287790104,-0.7698257016832781,-0.9123032803473843,0.11013340323136736,4.4630956801566235,0.02467646026972526,-4350.22435274276,val,marg,0,0.0010000000000000009,0.180000010333036,60-80,0.10398012860583508
889,79.15116207599995,-0.736028532837864,-0.9123032803473843,-0.041784532664908024,2.5641244923692583,-0.016295828376998573,-1671.9707226985465,val,marg,0,0.0010000000000000009,0.180000010333036,80-100,0.10398012860583508
